922,145900
402,164990
281,228500
1402,193000
132,244000
809,159950
1250,119000
1084,160000
614,147000
216,134450
136,174000
635,144000
447,190000
626,160000
299,175000
1337,135000
526,176000
630,168500
1284,139000
712,102776
777,221500
196,148500
1326,55000
1290,281000
1107,179900
1430,182900
599,217500
1189,195000
1072,154000
946,124900
415,228000
986,125000
59,438780
791,160200
1427,271000
240,113000
672,103600
1177,119500
721,275000
1375,250000
28,306000
405,168000
1004,136905
127,128000
1207,107000
719,341000
1196,176000
816,224900
504,289000
936,79900
641,274000
91,109900
926,175000
831,166000
263,151000
766,264132
590,79500
400,241000
149,141000
337,377426
369,132000
557,141000
79,136500
651,205950
881,157000
822,93000
36,309000
1018,187500
535,178000
1335,125000
1370,232000
629,135000
7,307000
808,223500
956,145000
1041,155000
702,140000
304,149900
1265,181000
217,210000
1158,230000
351,318061
1351,200000
1087,83500
203,112000
1193,125000
528,446261
311,165600
917,35311
1438,394617
9,129900
242,110500
984,255900
624,168500
1268,378500
1394,163000
495,91300
775,395000
998,185000
732,187500
865,250580
276,205000
1432,143750
639,85000
1038,287000
644,152000
665,423000
701,312500
63,202500
1387,250000
640,264561
316,188500
921,201000
1280,68400
494,155000
1122,212900
1081,145000
443,162900
746,299800
559,175000
155,125000
621,67000
1086,147000
1063,90000
971,135000
189,153337
190,286000
496,34900
979,110000
243,79000
1295,115000
1206,271900
1331,227000
1389,377500
352,190000
42,170000
969,37900
617,183200
100,128950
497,430000
794,225000
632,209500
1173,171900
1168,173000
530,200624
633,82500
209,277000
84,126500
1175,239000
251,76500
896,140000
77,135750
229,125000
481,326000
578,164500
1049,115000
537,188000
1131,135000
1340,128500
871,109500
893,154500
1447,157900
747,236000
440,110000
420,142000
714,129000
1128,259000
1448,240000
324,126175
1425,144000
1310,179200
720,128500
603,220000
1009,240000
900,135000
655,350000
201,140000
350,437154
1251,244000
824,139500
1446,129000
903,180000
1214,145000
1090,197000
1116,318000
826,385000
938,253000
1388,136000
765,270000
356,177500
548,129500
1294,162900
453,204000
1293,107500
212,186000
181,177000
1167,245350
396,129000
245,205000
772,102000
275,124500
206,180500
1429,119000
287,159000
393,106500
1282,180000
221,204900
1262,128900
429,195400
35,277500
86,260000
235,216500
157,109500
332,139000
708,254000
623,135000
315,178000
401,245500
364,118000
1305,130000
1022,194000
1377,91000
914,145000
510,124500
68,226000
1300,154000
1362,260000
597,114504
472,190000
693,335000
394,100000
1328,130500
860,250000
348,157500
1385,105000
330,78000
135,180000
856,127000
10,118000
1272,185750
11,129500
1186,104900
1420,223000
873,116000
664,137500
285,179200
1258,99900
371,172400
576,118500
987,117000
126,84500
408,177000
1139,196000
1239,142500
554,108000
542,248000
140,231500
261,176000
474,440000
166,127500
227,290000
1150,143000
192,184000
307,225000
613,261500
1118,130000
1371,105000
483,155000
1178,115000
869,169000
1458,266500
321,342643
1164,108959
1316,206900
18,90000
594,140000
431,85400
1423,136500
994,173900
1288,190000
996,121600
1015,119200
208,141000
238,194500
1350,122000
346,140200
1406,275000
764,337000
341,202900
1025,287000
458,256000
176,243000
550,263000
301,157000
460,110000
684,285000
615,75500
1257,301500
1202,197900
1451,136000
1169,235000
1099,128000
661,197900
464,188700
662,402000
327,324000
1243,170000
704,140000
1386,125500
1210,290000
60,124900
14,279500
1452,287090
1321,156500
941,150900
1154,120500
1397,160000
978,199900
992,168000
323,301000
749,260400
442,118000
1414,257000
698,123500
555,284000
257,207500
561,121500
670,137500
676,148500
1064,110500
73,185000
258,220000
942,214000
3,223500
1325,147000
1136,102000
648,155000
368,165000
1101,60000
835,139950
480,89471
1390,131000
814,157900
586,369900
118,155000
905,125500
6,143000
1355,235000
928,176000
1126,115000
910,174000
1065,154000
446,127500
137,143000
12,345000
1029,105000
333,284000
605,221000
569,316600
859,152000
699,138500
1399,138000
55,130000
827,109500
234,128200
85,168500
642,226000
1129,215000
65,219500
1190,189000
188,135000
768,160000
152,372402
1123,112000
1454,84500
389,191000
138,171000
173,239000
531,175000
778,142500
456,175500
1143,424870
595,110000
980,139000
846,171000
375,219500
1403,193879
161,162500
51,177000
1124,118000
1036,84000
671,173500
33,179900
239,318000
1182,392500
355,140000
165,152000
487,156000
758,158900
937,184900
1187,95000
296,142500
960,155000
475,251000
1421,179900
473,148000
1181,250000
1153,230000
710,109900
864,132500
98,94750
1045,278000
577,145000
891,122900
939,239799
551,140000
309,82500
790,187500
779,144000
673,165000
878,350000
434,181000
583,118500
1424,274970
1039,97000
1274,177000
1144,80000
1024,191000
726,120500
568,214000
620,305000
1157,179900
493,172785
386,192000
282,185000
1195,158000
484,164000
283,207500
438,119000
1119,140000
549,125000
800,175000
1298,140000
769,216837
1048,145000
894,165000
674,257500
1391,235000
687,227875
1226,145000
1398,137500
122,100000
1159,235128
700,196000
792,146800
17,149000
1442,149300
802,109900
1302,177500
988,395192
861,189950
294,235000
847,213000
1005,181000
107,100000
727,222000
24,129900
711,52000
70,225000
952,119900
426,135000
1208,200000
1283,150500
104,198900
556,113000
1244,465000
1083,192000
1066,328000
1367,193000
75,107400
508,208300
1317,295493
219,311500
1422,127500
1396,281213
266,175500
882,187500
1013,165000
435,81000
111,136900
511,164900
41,160000
1006,149900
277,201000
340,155000
1450,92000
907,255000
1059,335000
745,180000
1291,180500
1113,129900
949,192500
62,101000
868,129000
579,146000
798,110000
656,88000
1285,169000
388,125000
128,87000
1311,335000
252,235000
1255,165400
963,155000
308,89500
194,130000
647,98300
503,140000
34,165500
1092,160000
801,200000
867,248900
58,196500
1008,88000
359,130000
46,319900
1160,185000
1380,167500
828,189000
69,80000
319,260000
292,135900
47,239686
278,141000
1342,155000
298,239000
225,386250
1252,171750
1056,180000
1052,200141
365,190000
428,109008
367,159000
1,208500
774,114500
843,174900
1028,293077
67,180000
1201,116050
32,149350
852,215000
1120,133700
29,207500
295,167000
1200,148000
114,217000
246,241500
416,181134
770,538000
162,412500
679,372500
412,145000
1141,139000
39,109000
1080,126000
1353,134900
2,181500
248,140000
1336,167900
666,230500
1383,157000
1088,252000
1332,132500
93,163500
382,187750
115,259500
1061,213500
255,145000
430,175000
589,143000
179,501837
1171,171000
1079,155900
390,426000
133,150750
1046,139600
1365,144152
571,142600
290,153575
247,137000
889,268000
776,162000
553,255500
90,123600
193,192000
997,136500
1436,174000
1199,178000
437,116000
1407,133000
899,611657
652,108000
1117,184100
147,105000
119,320000
951,129000
1400,137450
863,152000
803,189000
970,140000
1330,176500
943,150000
898,142953
27,134800
677,87000
15,157000
501,113000
888,135500
83,245000
354,105900
1225,184000
1372,165500
1166,233170
601,275000
876,303477
274,139000
913,88000
685,221000
1091,92900
467,167000
1413,90000
1273,137000
663,110000
448,199900
372,134432
558,108000
855,170000
1031,160000
272,241500
606,205000
450,120000
1245,230000
215,161750
345,85000
839,144000
1269,381000
148,222500
1309,147000
1103,135000
724,135000
413,222000
689,392000
1303,290000
784,165500
343,87500
948,270000
748,265979
174,163000
1010,102000
378,340000
1017,203000
739,179000
306,305900
544,133000
1042,173000
1016,227000
19,159000
286,164700
222,200000
1021,176000
23,230000
1155,201800
117,139000
985,126000
407,115000
362,145000
96,185000
1197,219210
262,276000
1198,144000
1172,163000
609,359100
180,100000
103,118964
575,139000
717,159500
1014,85000
564,185000
185,127000
468,146500
381,127000
904,240000
604,151000
72,129500
1231,190000
397,123000
875,66500
1055,255000
924,193000
347,151500
1093,136500
1319,275000
30,68500
1209,140000
797,143500
505,147000
158,269500
933,320000
659,97500
734,131400
1287,143000
1098,170000
1376,239000
395,109000
53,110000
989,195000
1163,129000
360,280000
1033,310000
403,108000
990,197000
422,215000
449,119500
678,109500
823,225000
964,239000
836,128000
1212,164000
940,244400
1179,154900
335,192000
874,133000
806,227680
8,200000
518,265000
297,152000
1071,135000
1297,155000
123,136000
379,394432
1277,162000
1217,112000
163,220000
125,181000
552,112500
5,250000
916,75000
959,185000
1246,178000
612,148000
288,88000
957,124000
1453,145000
1104,159500
909,131000
507,215000
357,173000
353,95000
845,153900
837,153500
947,143000
668,193500
887,145000
1220,91500
334,207000
154,235000
788,233000
502,226700
722,143000
374,123000
591,185900
313,119900
43,144000
1133,117500
646,143250
1242,248328
972,173000
1276,137000
523,159000
1184,120000
763,215200
1266,183900
1095,129000
705,213000
1345,155835
1384,112000
945,137500
169,183500
361,156000
1019,160000
1441,191000
744,175000
273,290000
520,234000
815,116000
819,155000
735,108000
1369,144000
1445,179600
1148,174500
1443,310000
129,155000
999,91000
1296,138500
545,179665
380,179000
204,149000
344,266000
1249,129500
1354,410000
519,211000
489,160000
1434,186500
918,135000
233,94500
795,194500
1366,216000
515,96500
1444,121000
512,202665
113,383970
1395,246578
218,107000
500,120000
1428,140000
935,242000
226,112000
1043,196000
1248,169900
1349,215000
398,169500
541,315000
329,214500
796,171000
849,240000
1405,105000
94,133900
214,156000
771,134900
338,214000
804,582933
213,252678
619,314813
1140,144000
1137,119000
37,145000
106,250000
363,198500
851,131500
757,212000
759,179400
366,147000
857,147000
1227,214000
1457,210000
566,128000
250,277000
477,208900
782,175900
455,188000
1318,208900
1108,274725
231,148000
653,191000
71,244000
611,313000
1401,120000
1358,149900
1416,175900
411,60000
1344,177000
1152,149900
339,202500
1026,112500
44,130250
540,272000
602,141000
966,178900
1308,138000
172,215000
418,239000
838,100000
807,135500
883,178000
1360,315000
638,93000
424,315000
728,194500
968,135000
377,148000
525,315750
439,90350
1260,151000
151,122000
1460,147500
1323,190000
982,336000
955,127500
1314,333168
144,204000
718,157000
527,132000
584,325000
976,165000
567,325000
441,555000
1156,218000
175,184000
1235,130000
124,153900
139,230000
880,136500
1076,219500
733,222500
625,165150
785,128000
183,120000
618,105500
691,141000
1281,227000
241,262500
459,161000
682,159434
466,178740
1188,262000
1192,174000
146,130000
207,143900
1213,113000
1267,122000
325,242000
658,149000
1333,100000
715,130500
1347,262500
1382,237500
80,110000
1329,256000
688,148800
167,190000
230,192500
1410,215000
1292,119500
741,132000
101,205000
291,233230
445,210000
879,148000
1078,138800
740,190000
392,215000
87,174000
1459,142125
667,129000
1312,203000
476,132500
45,141000
789,107900
1003,232000
1138,94000
25,154000
1236,138887
833,237000
1194,165000
592,451950
1437,120500
974,182000
1057,185850
110,190000
1161,146000
223,179900
1053,165000
723,124500
56,180500
1439,149700
254,158000
1073,91500
643,345000
546,229000
478,380000
950,197500
844,141000
64,140000
414,115000
385,240000
975,167500
885,100000
452,280000
1259,190000
657,145500
370,162000
690,194700
220,167240
1364,156932
22,139400
761,127500
870,236000
421,206300
200,274900
451,110000
1162,224000
1020,213490
912,143500
